id,title,abstract
79,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions,"Deep learning has the potential to revolutionize quantum chemistry as it is
ideally suited to learn representations for structured data and speed up the
exploration of chemical space. While convolutional neural networks have proven
to be the first choice for images, audio and video data, the atoms in molecules
are not restricted to a grid. Instead, their precise locations contain
essential physical information, that would get lost if discretized. Thus, we
propose to use continuous-filter convolutional layers to be able to model local
correlations without requiring the data to lie on a grid. We apply those layers
in SchNet: a novel deep learning architecture modeling quantum interactions in
molecules. We obtain a joint model for the total energy and interatomic forces
that follows fundamental quantum-chemical principles. This includes
rotationally invariant energy predictions and a smooth, differentiable
potential energy surface. Our architecture achieves state-of-the-art
performance for benchmarks of equilibrium molecules and molecular dynamics
trajectories. Finally, we introduce a more challenging benchmark with chemical
and structural variations that suggests the path for further work."
80,Optimizing Quantum Variational Circuits with Deep Reinforcement Learning,"Quantum Machine Learning (QML) is considered to be one of the most promising
applications of near term quantum devices. However, the optimization of quantum
machine learning models presents numerous challenges arising from the
imperfections of hardware and the fundamental obstacles in navigating an
exponentially scaling Hilbert space. In this work, we evaluate the potential of
contemporary methods in deep reinforcement learning to augment gradient based
optimization routines in quantum variational circuits. We find that
reinforcement learning augmented optimizers consistently outperform gradient
descent in noisy environments. All code and pretrained weights are available to
replicate the results or deploy the models at
https://github.com/lockwo/rl_qvc_opt."
81,Introduction to Quantum Reinforcement Learning: Theory and PennyLane-based Implementation,"The emergence of quantum computing enables for researchers to apply quantum
circuit on many existing studies. Utilizing quantum circuit and quantum
differential programming, many research are conducted such as \textit{Quantum
Machine Learning} (QML). In particular, quantum reinforcement learning is a
good field to test the possibility of quantum machine learning, and a lot of
research is being done. This work will introduce the concept of quantum
reinforcement learning using a variational quantum circuit, and confirm its
possibility through implementation and experimentation. We will first present
the background knowledge and working principle of quantum reinforcement
learning, and then guide the implementation method using the PennyLane library.
We will also discuss the power and possibility of quantum reinforcement
learning from the experimental results obtained through this work."
82,Deep Reinforcement Learning with Quantum-inspired Experience Replay,"In this paper, a novel training paradigm inspired by quantum computation is
proposed for deep reinforcement learning (DRL) with experience replay. In
contrast to traditional experience replay mechanism in DRL, the proposed deep
reinforcement learning with quantum-inspired experience replay (DRL-QER)
adaptively chooses experiences from the replay buffer according to the
complexity and the replayed times of each experience (also called transition),
to achieve a balance between exploration and exploitation. In DRL-QER,
transitions are first formulated in quantum representations, and then the
preparation operation and the depreciation operation are performed on the
transitions. In this progress, the preparation operation reflects the
relationship between the temporal difference errors (TD-errors) and the
importance of the experiences, while the depreciation operation is taken into
account to ensure the diversity of the transitions. The experimental results on
Atari 2600 games show that DRL-QER outperforms state-of-the-art algorithms such
as DRL-PER and DCRL on most of these games with improved training efficiency,
and is also applicable to such memory-based DRL approaches as double network
and dueling network."
83,On the convergence of projective-simulation-based reinforcement learning in Markov decision processes,"In recent years, the interest in leveraging quantum effects for enhancing
machine learning tasks has significantly increased. Many algorithms speeding up
supervised and unsupervised learning were established. The first framework in
which ways to exploit quantum resources specifically for the broader context of
reinforcement learning were found is projective simulation. Projective
simulation presents an agent-based reinforcement learning approach designed in
a manner which may support quantum walk-based speed-ups. Although classical
variants of projective simulation have been benchmarked against common
reinforcement learning algorithms, very few formal theoretical analyses have
been provided for its performance in standard learning scenarios. In this
paper, we provide a detailed formal discussion of the properties of this model.
Specifically, we prove that one version of the projective simulation model,
understood as a reinforcement learning approach, converges to optimal behavior
in a large class of Markov decision processes. This proof shows that a
physically-inspired approach to reinforcement learning can guarantee to
converge."
84,Variational Quantum Circuits for Deep Reinforcement Learning,"The state-of-the-art machine learning approaches are based on classical von
Neumann computing architectures and have been widely used in many industrial
and academic domains. With the recent development of quantum computing,
researchers and tech-giants have attempted new quantum circuits for machine
learning tasks. However, the existing quantum computing platforms are hard to
simulate classical deep learning models or problems because of the
intractability of deep quantum circuits. Thus, it is necessary to design
feasible quantum algorithms for quantum machine learning for noisy intermediate
scale quantum (NISQ) devices. This work explores variational quantum circuits
for deep reinforcement learning. Specifically, we reshape classical deep
reinforcement learning algorithms like experience replay and target network
into a representation of variational quantum circuits. Moreover, we use a
quantum information encoding scheme to reduce the number of model parameters
compared to classical neural networks. To the best of our knowledge, this work
is the first proof-of-principle demonstration of variational quantum circuits
to approximate the deep $Q$-value function for decision-making and
policy-selection reinforcement learning with experience replay and target
network. Besides, our variational quantum circuits can be deployed in many
near-term NISQ machines."
85,Reinforcement Learning for Molecular Design Guided by Quantum Mechanics,"Automating molecular design using deep reinforcement learning (RL) holds the
promise of accelerating the discovery of new chemical compounds. Existing
approaches work with molecular graphs and thus ignore the location of atoms in
space, which restricts them to 1) generating single organic molecules and 2)
heuristic reward functions. To address this, we present a novel RL formulation
for molecular design in Cartesian coordinates, thereby extending the class of
molecules that can be built. Our reward function is directly based on
fundamental physical properties such as the energy, which we approximate via
fast quantum-chemical methods. To enable progress towards de-novo molecular
design, we introduce MolGym, an RL environment comprising several challenging
molecular design tasks along with baselines. In our experiments, we show that
our agent can efficiently learn to solve these tasks from scratch by working in
a translation and rotation invariant state-action space."
86,Gradient Monitored Reinforcement Learning,"This paper presents a novel neural network training approach for faster
convergence and better generalization abilities in deep reinforcement learning.
Particularly, we focus on the enhancement of training and evaluation
performance in reinforcement learning algorithms by systematically reducing
gradient's variance and thereby providing a more targeted learning process. The
proposed method which we term as Gradient Monitoring(GM), is an approach to
steer the learning in the weight parameters of a neural network based on the
dynamic development and feedback from the training process itself. We propose
different variants of the GM methodology which have been proven to increase the
underlying performance of the model. The one of the proposed variant, Momentum
with Gradient Monitoring (M-WGM), allows for a continuous adjustment of the
quantum of back-propagated gradients in the network based on certain learning
parameters. We further enhance the method with Adaptive Momentum with Gradient
Monitoring (AM-WGM) method which allows for automatic adjustment between
focused learning of certain weights versus a more dispersed learning depending
on the feedback from the rewards collected. As a by-product, it also allows for
automatic derivation of the required deep network sizes during training as the
algorithm automatically freezes trained weights. The approach is applied to two
discrete (Multi-Robot Co-ordination problem and Atari games) and one continuous
control task (MuJoCo) using Advantage Actor-Critic (A2C) and Proximal Policy
Optimization (PPO) respectively. The results obtained particularly underline
the applicability and performance improvements of the methods in terms of
generalization capability."
87,Simultaneously Evolving Deep Reinforcement Learning Models using Multifactorial Optimization,"In recent years, Multifactorial Optimization (MFO) has gained a notable
momentum in the research community. MFO is known for its inherent capability to
efficiently address multiple optimization tasks at the same time, while
transferring information among such tasks to improve their convergence speed.
On the other hand, the quantum leap made by Deep Q Learning (DQL) in the
Machine Learning field has allowed facing Reinforcement Learning (RL) problems
of unprecedented complexity. Unfortunately, complex DQL models usually find it
difficult to converge to optimal policies due to the lack of exploration or
sparse rewards. In order to overcome these drawbacks, pre-trained models are
widely harnessed via Transfer Learning, extrapolating knowledge acquired in a
source task to the target task. Besides, meta-heuristic optimization has been
shown to reduce the lack of exploration of DQL models. This work proposes a MFO
framework capable of simultaneously evolving several DQL models towards solving
interrelated RL tasks. Specifically, our proposed framework blends together the
benefits of meta-heuristic optimization, Transfer Learning and DQL to automate
the process of knowledge transfer and policy learning of distributed RL agents.
A thorough experimentation is presented and discussed so as to assess the
performance of the framework, its comparison to the traditional methodology for
Transfer Learning in terms of convergence, speed and policy quality , and the
intertask relationships found and exploited over the search process."
88,Reinforcement Learning Enhanced Quantum-inspired Algorithm for Combinatorial Optimization,"Quantum hardware and quantum-inspired algorithms are becoming increasingly
popular for combinatorial optimization. However, these algorithms may require
careful hyperparameter tuning for each problem instance. We use a reinforcement
learning agent in conjunction with a quantum-inspired algorithm to solve the
Ising energy minimization problem, which is equivalent to the Maximum Cut
problem. The agent controls the algorithm by tuning one of its parameters with
the goal of improving recently seen solutions. We propose a new Rescaled Ranked
Reward (R3) method that enables stable single-player version of self-play
training that helps the agent to escape local optima. The training on any
problem instance can be accelerated by applying transfer learning from an agent
trained on randomly generated problems. Our approach allows sampling
high-quality solutions to the Ising problem with high probability and
outperforms both baseline heuristics and a black-box hyperparameter
optimization approach."
89,Hamiltonian Generative Networks,"The Hamiltonian formalism plays a central role in classical and quantum
physics. Hamiltonians are the main tool for modelling the continuous time
evolution of systems with conserved quantities, and they come equipped with
many useful properties, like time reversibility and smooth interpolation in
time. These properties are important for many machine learning problems - from
sequence prediction to reinforcement learning and density modelling - but are
not typically provided out of the box by standard tools such as recurrent
neural networks. In this paper, we introduce the Hamiltonian Generative Network
(HGN), the first approach capable of consistently learning Hamiltonian dynamics
from high-dimensional observations (such as images) without restrictive domain
assumptions. Once trained, we can use HGN to sample new trajectories, perform
rollouts both forward and backward in time and even speed up or slow down the
learned dynamics. We demonstrate how a simple modification of the network
architecture turns HGN into a powerful normalising flow model, called Neural
Hamiltonian Flow (NHF), that uses Hamiltonian dynamics to model expressive
densities. We hope that our work serves as a first practical demonstration of
the value that the Hamiltonian formalism can bring to deep learning."
90,Learning to Optimize Variational Quantum Circuits to Solve Combinatorial Problems,"Quantum computing is a computational paradigm with the potential to
outperform classical methods for a variety of problems. Proposed recently, the
Quantum Approximate Optimization Algorithm (QAOA) is considered as one of the
leading candidates for demonstrating quantum advantage in the near term. QAOA
is a variational hybrid quantum-classical algorithm for approximately solving
combinatorial optimization problems. The quality of the solution obtained by
QAOA for a given problem instance depends on the performance of the classical
optimizer used to optimize the variational parameters. In this paper, we
formulate the problem of finding optimal QAOA parameters as a learning task in
which the knowledge gained from solving training instances can be leveraged to
find high-quality solutions for unseen test instances. To this end, we develop
two machine-learning-based approaches. Our first approach adopts a
reinforcement learning (RL) framework to learn a policy network to optimize
QAOA circuits. Our second approach adopts a kernel density estimation (KDE)
technique to learn a generative model of optimal QAOA parameters. In both
approaches, the training procedure is performed on small-sized problem
instances that can be simulated on a classical computer; yet the learned RL
policy and the generative model can be used to efficiently solve larger
problems. Extensive simulations using the IBM Qiskit Aer quantum circuit
simulator demonstrate that our proposed RL- and KDE-based approaches reduce the
optimality gap by factors up to 30.15 when compared with other commonly used
off-the-shelf optimizers."
91,Reinforcement-Learning-Based Variational Quantum Circuits Optimization for Combinatorial Problems,"Quantum computing exploits basic quantum phenomena such as state
superposition and entanglement to perform computations. The Quantum Approximate
Optimization Algorithm (QAOA) is arguably one of the leading quantum algorithms
that can outperform classical state-of-the-art methods in the near term. QAOA
is a hybrid quantum-classical algorithm that combines a parameterized quantum
state evolution with a classical optimization routine to approximately solve
combinatorial problems. The quality of the solution obtained by QAOA within a
fixed budget of calls to the quantum computer depends on the performance of the
classical optimization routine used to optimize the variational parameters. In
this work, we propose an approach based on reinforcement learning (RL) to train
a policy network that can be used to quickly find high-quality variational
parameters for unseen combinatorial problem instances. The RL agent is trained
on small problem instances which can be simulated on a classical computer, yet
the learned RL policy is generalizable and can be used to efficiently solve
larger instances. Extensive simulations using the IBM Qiskit Aer quantum
circuit simulator demonstrate that our trained RL policy can reduce the
optimality gap by a factor up to 8.61 compared with other off-the-shelf
optimizers tested."
92,Fidelity-based Probabilistic Q-learning for Control of Quantum Systems,"The balance between exploration and exploitation is a key problem for
reinforcement learning methods, especially for Q-learning. In this paper, a
fidelity-based probabilistic Q-learning (FPQL) approach is presented to
naturally solve this problem and applied for learning control of quantum
systems. In this approach, fidelity is adopted to help direct the learning
process and the probability of each action to be selected at a certain state is
updated iteratively along with the learning process, which leads to a natural
exploration strategy instead of a pointed one with configured parameters. A
probabilistic Q-learning (PQL) algorithm is first presented to demonstrate the
basic idea of probabilistic action selection. Then the FPQL algorithm is
presented for learning control of quantum systems. Two examples (a spin- 1/2
system and a lamda-type atomic system) are demonstrated to test the performance
of the FPQL algorithm. The results show that FPQL algorithms attain a better
balance between exploration and exploitation, and can also avoid local optimal
policies and accelerate the learning process."
93,Benchmarking projective simulation in navigation problems,"Projective simulation (PS) is a model for intelligent agents with a
deliberation capacity that is based on episodic memory. The model has been
shown to provide a flexible framework for constructing reinforcement-learning
agents, and it allows for quantum mechanical generalization, which leads to a
speed-up in deliberation time. PS agents have been applied successfully in the
context of complex skill learning in robotics, and in the design of
state-of-the-art quantum experiments. In this paper, we study the performance
of projective simulation in two benchmarking problems in navigation, namely the
grid world and the mountain car problem. The performance of PS is compared to
standard tabular reinforcement learning approaches, Q-learning and SARSA. Our
comparison demonstrates that the performance of PS and standard learning
approaches are qualitatively and quantitatively similar, while it is much
easier to choose optimal model parameters in case of projective simulation,
with a reduced computational effort of one to two orders of magnitude. Our
results show that the projective simulation model stands out for its simplicity
in terms of the number of model parameters, which makes it simple to set up the
learning agent in unknown task environments."
94,Taking gradients through experiments: LSTMs and memory proximal policy optimization for black-box quantum control,"In this work we introduce the application of black-box quantum control as an
interesting rein- forcement learning problem to the machine learning community.
We analyze the structure of the reinforcement learning problems arising in
quantum physics and argue that agents parameterized by long short-term memory
(LSTM) networks trained via stochastic policy gradients yield a general method
to solving them. In this context we introduce a variant of the proximal policy
optimization (PPO) algorithm called the memory proximal policy optimization
(MPPO) which is based on this analysis. We then show how it can be applied to
specific learning tasks and present results of nu- merical experiments showing
that our method achieves state-of-the-art results for several learning tasks in
quantum control with discrete and continouous control parameters."
95,Free energy-based reinforcement learning using a quantum processor,"Recent theoretical and experimental results suggest the possibility of using
current and near-future quantum hardware in challenging sampling tasks. In this
paper, we introduce free energy-based reinforcement learning (FERL) as an
application of quantum hardware. We propose a method for processing a quantum
annealer's measured qubit spin configurations in approximating the free energy
of a quantum Boltzmann machine (QBM). We then apply this method to perform
reinforcement learning on the grid-world problem using the D-Wave 2000Q quantum
annealer. The experimental results show that our technique is a promising
method for harnessing the power of quantum sampling in reinforcement learning
tasks."
96,Learning in Quantum Control: High-Dimensional Global Optimization for Noisy Quantum Dynamics,"Quantum control is valuable for various quantum technologies such as
high-fidelity gates for universal quantum computing, adaptive quantum-enhanced
metrology, and ultra-cold atom manipulation. Although supervised machine
learning and reinforcement learning are widely used for optimizing control
parameters in classical systems, quantum control for parameter optimization is
mainly pursued via gradient-based greedy algorithms. Although the quantum
fitness landscape is often compatible with greedy algorithms, sometimes greedy
algorithms yield poor results, especially for large-dimensional quantum
systems. We employ differential evolution algorithms to circumvent the
stagnation problem of non-convex optimization. We improve quantum control
fidelity for noisy system by averaging over the objective function. To reduce
computational cost, we introduce heuristics for early termination of runs and
for adaptive selection of search subspaces. Our implementation is massively
parallel and vectorized to reduce run time even further. We demonstrate our
methods with two examples, namely quantum phase estimation and quantum gate
design, for which we achieve superior fidelity and scalability than obtained
using greedy algorithms."
97,Rotationally Equivariant Neural Operators for Learning Transformations on Tensor Fields (eg 3D Images and Vector Fields),"We introduce equivariant neural operators for learning resolution invariant
as well as translation and rotation equivariant transformations between sets of
tensor fields. Input and output may contain arbitrary mixes of scalar fields,
vector fields, second order tensor fields and higher order fields. Our tensor
field convolution layers emulate any linear operator by learning its impulse
response or Green's function as the convolution kernel. Our tensor field
attention layers emulate pairwise field coupling via local tensor products.
Convolutions and associated adjoints can be in real or Fourier space allowing
for linear scaling. By unifying concepts from E3NN, TBNN and FNO, we achieve
good predictive performance on a wide range of PDEs and dynamical systems in
engineering and quantum chemistry. Code is in Julia and available upon request
from authors."
98,QuantumFed: A Federated Learning Framework for Collaborative Quantum Training,"With the fast development of quantum computing and deep learning, quantum
neural networks have attracted great attention recently. By leveraging the
power of quantum computing, deep neural networks can potentially overcome
computational power limitations in classic machine learning. However, when
multiple quantum machines wish to train a global model using the local data on
each machine, it may be very difficult to copy the data into one machine and
train the model. Therefore, a collaborative quantum neural network framework is
necessary. In this article, we borrow the core idea of federated learning to
propose QuantumFed, a quantum federated learning framework to have multiple
quantum nodes with local quantum data train a mode together. Our experiments
show the feasibility and robustness of our framework."
99,Interpreting Criminal Charge Prediction and Its Algorithmic Bias via Quantum-Inspired Complex Valued Networks,"While predictive policing has become increasingly common in assisting with
decisions in the criminal justice system, the use of these results is still
controversial. Some software based on deep learning lacks accuracy (e.g., in
F-1), and importantly many decision processes are not transparent, causing
doubt about decision bias, such as perceived racial and age disparities. This
paper addresses bias issues with post-hoc explanations to provide a trustable
prediction of whether a person will receive future criminal charges given one's
previous criminal records by learning temporal behavior patterns over twenty
years. Bi-LSTM relieves the vanishing gradient problem, attentional mechanisms
allow learning and interpretation of feature importance, and complex-valued
networks inspired quantum physics to facilitate a certain level of transparency
in modeling the decision process. Our approach shows a consistent and reliable
prediction precision and recall on a real-life dataset. Our analysis of the
importance of each input feature shows the critical causal impact on
decision-making, suggesting that criminal histories are statistically
significant factors, while identifiers, such as race and age, are not. Finally,
our algorithm indicates that a suspect tends to rather than suddenly increase
crime severity level over time gradually."
100,Geometry-aware Transformer for molecular property prediction,"Recently, graph neural networks (GNNs) have achieved remarkable performances
for quantum mechanical problems. However, a graph convolution can only cover a
localized region, and cannot capture long-range interactions of atoms. This
behavior is contrary to theoretical interatomic potentials, which is a
fundamental limitation of the spatial based GNNs. In this work, we propose a
novel attention-based framework for molecular property prediction tasks. We
represent a molecular conformation as a discrete atomic sequence combined by
atom-atom distance attributes, named Geometry-aware Transformer (GeoT). In
particular, we adopt a Transformer architecture, which has been widely used for
sequential data. Our proposed model trains sequential representations of
molecular graphs based on globally constructed attentions, maintaining all
spatial arrangements of atom pairs. Our method does not suffer from cost
intensive computations, such as angle calculations. The experimental results on
several public benchmarks and visualization maps verified that keeping the
long-range interatomic attributes can significantly improve the model
predictability."
101,Do Large Scale Molecular Language Representations Capture Important Structural Information?,"Predicting chemical properties from the structure of a molecule is of great
importance in many applications including drug discovery and material design.
Machine learning based molecular property prediction holds the promise of
enabling accurate predictions at much less complexity, when compared to, for
example Density Functional Theory (DFT) calculations. Features extracted from
molecular graphs, using graph neural nets in a supervised manner, have emerged
as strong baselines for such tasks. However, the vast chemical space together
with the limited availability of labels makes supervised learning challenging,
calling for learning a general-purpose molecular representation. Recently,
pre-trained transformer-based language models (PTLMs) on large unlabeled corpus
have produced state-of-the-art results in many downstream natural language
processing tasks. Inspired by this development, here we present molecular
embeddings obtained by training an efficient transformer encoder model,
referred to as MoLFormer. This model was employed with a linear attention
mechanism and highly paralleized training on 1D SMILES sequences of 1.1 billion
unlabeled molecules from the PubChem and ZINC datasets. Experiments show that
the learned molecular representation performs competitively, when compared to
existing graph-based and fingerprint-based supervised learning baselines, on
the challenging tasks of predicting properties of QM8 and QM9 molecules.
Further task-specific fine-tuning of the MoLFormerr representation improves
performance on several of those property prediction benchmarks. These results
provide encouraging evidence that large-scale molecular language models can
capture sufficient structural information to be able to accurately predict
quantum chemical properties and beyond."
102,Fast Quantum Property Prediction via Deeper 2D and 3D Graph Networks,"Molecular property prediction is gaining increasing attention due to its
diverse applications. One task of particular interests and importance is to
predict quantum chemical properties without 3D equilibrium structures. This is
practically favorable since obtaining 3D equilibrium structures requires
extremely expensive calculations. In this work, we design a deep graph neural
network to predict quantum properties by directly learning from 2D molecular
graphs. In addition, we propose a 3D graph neural network to learn from
low-cost conformer sets, which can be obtained with open-source tools using an
affordable budget. We employ our methods to participate in the 2021 KDD Cup on
OGB Large-Scale Challenge (OGB-LSC), which aims to predict the HOMO-LUMO energy
gap of molecules. Final evaluation results reveal that we are one of the
winners with a mean absolute error of 0.1235 on the holdout test set. Our
implementation is available as part of the MoleculeX package
(https://github.com/divelab/MoleculeX)."
103,Nonseparable Symplectic Neural Networks,"Predicting the behaviors of Hamiltonian systems has been drawing increasing
attention in scientific machine learning. However, the vast majority of the
literature was focused on predicting separable Hamiltonian systems with their
kinematic and potential energy terms being explicitly decoupled while building
data-driven paradigms to predict nonseparable Hamiltonian systems that are
ubiquitous in fluid dynamics and quantum mechanics were rarely explored. The
main computational challenge lies in the effective embedding of symplectic
priors to describe the inherently coupled evolution of position and momentum,
which typically exhibits intricate dynamics. To solve the problem, we propose a
novel neural network architecture, Nonseparable Symplectic Neural Networks
(NSSNNs), to uncover and embed the symplectic structure of a nonseparable
Hamiltonian system from limited observation data. The enabling mechanics of our
approach is an augmented symplectic time integrator to decouple the position
and momentum energy terms and facilitate their evolution. We demonstrated the
efficacy and versatility of our method by predicting a wide range of
Hamiltonian systems, both separable and nonseparable, including chaotic
vortical flows. We showed the unique computational merits of our approach to
yield long-term, accurate, and robust predictions for large-scale Hamiltonian
systems by rigorously enforcing symplectomorphism."
104,Probability-Density-Based Deep Learning Paradigm for the Fuzzy Design of Functional Metastructures,"In quantum mechanics, a norm squared wave function can be interpreted as the
probability density that describes the likelihood of a particle to be measured
in a given position or momentum. This statistical property is at the core of
the fuzzy structure of microcosmos. Recently, hybrid neural structures raised
intense attention, resulting in various intelligent systems with far-reaching
influence. Here, we propose a probability-density-based deep learning paradigm
for the fuzzy design of functional meta-structures. In contrast to other
inverse design methods, our probability-density-based neural network can
efficiently evaluate and accurately capture all plausible meta-structures in a
high-dimensional parameter space. Local maxima in probability density
distribution correspond to the most likely candidates to meet the desired
performances. We verify this universally adaptive approach in but not limited
to acoustics by designing multiple meta-structures for each targeted
transmission spectrum, with experiments unequivocally demonstrating the
effectiveness and generalization of the inverse design."
105,A Quantum-Inspired Probabilistic Model for the Inverse Design of Meta-Structures,"In quantum mechanics, a norm squared wave function can be interpreted as the
probability density that describes the likelihood of a particle to be measured
in a given position or momentum. This statistical property is at the core of
the microcosmos. Meanwhile, machine learning inverse design of materials raised
intensive attention, resulting in various intelligent systems for matter
engineering. Here, inspired by quantum theory, we propose a probabilistic deep
learning paradigm for the inverse design of functional meta-structures. Our
probability-density-based neural network (PDN) can accurately capture all
plausible meta-structures to meet the desired performances. Local maxima in
probability density distribution correspond to the most likely candidates. We
verify this approach by designing multiple meta-structures for each targeted
transmission spectrum to enrich design choices."
106,Attention augmented differentiable forest for tabular data,"Differentiable forest is an ensemble of decision trees with full
differentiability. Its simple tree structure is easy to use and explain. With
full differentiability, it would be trained in the end-to-end learning
framework with gradient-based optimization method. In this paper, we propose
tree attention block(TAB) in the framework of differentiable forest. TAB block
has two operations, squeeze and regulate. The squeeze operation would extract
the characteristic of each tree. The regulate operation would learn nonlinear
relations between these trees. So TAB block would learn the importance of each
tree and adjust its weight to improve accuracy. Our experiment on large tabular
dataset shows attention augmented differentiable forest would get comparable
accuracy with gradient boosted decision trees(GBDT), which is the
state-of-the-art algorithm for tabular datasets. And on some datasets, our
model has higher accuracy than best GBDT libs (LightGBM, Catboost, and
XGBoost). Differentiable forest model supports batch training and batch size is
much smaller than the size of training set. So on larger data sets, its memory
usage is much lower than GBDT model. The source codes are available at
https://github.com/closest-git/QuantumForest."
107,Heterogeneous Molecular Graph Neural Networks for Predicting Molecule Properties,"As they carry great potential for modeling complex interactions, graph neural
network (GNN)-based methods have been widely used to predict quantum mechanical
properties of molecules. Most of the existing methods treat molecules as
molecular graphs in which atoms are modeled as nodes. They characterize each
atom's chemical environment by modeling its pairwise interactions with other
atoms in the molecule. Although these methods achieve a great success, limited
amount of works explicitly take many-body interactions, i.e., interactions
between three and more atoms, into consideration. In this paper, we introduce a
novel graph representation of molecules, heterogeneous molecular graph (HMG) in
which nodes and edges are of various types, to model many-body interactions.
HMGs have the potential to carry complex geometric information. To leverage the
rich information stored in HMGs for chemical prediction problems, we build
heterogeneous molecular graph neural networks (HMGNN) on the basis of a neural
message passing scheme. HMGNN incorporates global molecule representations and
an attention mechanism into the prediction process. The predictions of HMGNN
are invariant to translation and rotation of atom coordinates, and permutation
of atom indices. Our model achieves state-of-the-art performance in 9 out of 12
tasks on the QM9 dataset."
108,Scalar Coupling Constant Prediction Using Graph Embedding Local Attention Encoder,"Scalar coupling constant (SCC) plays a key role in the analysis of
three-dimensional structure of organic matter, however, the traditional SCC
prediction using quantum mechanical calculations is very time-consuming. To
calculate SCC efficiently and accurately, we proposed a graph embedding local
self-attention encoder (GELAE) model, in which, a novel invariant structure
representation of the coupling system in terms of bond length, bond angle and
dihedral angle was presented firstly, and then a local self-attention module
embedded with the adjacent matrix of a graph was designed to extract
effectively the features of coupling systems, finally, with a modified
classification loss function, the SCC was predicted. To validate the
superiority of the proposed method, we conducted a series of comparison
experiments using different structure representations, different attention
modules, and different losses. The experimental results demonstrate that,
compared to the traditional chemical bond structure representations, the
rotation and translation invariant structure representations proposed in this
work can improve the SCC prediction accuracy; with the graph embedded local
self-attention, the mean absolute error (MAE) of the prediction model in the
validation set decreases from 0.1603 Hz to 0.1067 Hz; using the classification
based loss function instead of the scaled regression loss, the MAE of the
predicted SCC can be decreased to 0.0963 HZ, which is close to the quantum
chemistry standard on CHAMPS dataset."
109,Ising-based Consensus Clustering on Specialized Hardware,"The emergence of specialized optimization hardware such as CMOS annealers and
adiabatic quantum computers carries the promise of solving hard combinatorial
optimization problems more efficiently in hardware. Recent work has focused on
formulating different combinatorial optimization problems as Ising models, the
core mathematical abstraction used by a large number of these hardware
platforms, and evaluating the performance of these models when solved on
specialized hardware. An interesting area of application is data mining, where
combinatorial optimization problems underlie many core tasks. In this work, we
focus on consensus clustering (clustering aggregation), an important
combinatorial problem that has received much attention over the last two
decades. We present two Ising models for consensus clustering and evaluate them
using the Fujitsu Digital Annealer, a quantum-inspired CMOS annealer. Our
empirical evaluation shows that our approach outperforms existing techniques
and is a promising direction for future research."
110,Deep differentiable forest with sparse attention for the tabular data,"We present a general architecture of deep differentiable forest and its
sparse attention mechanism. The differentiable forest has the advantages of
both trees and neural networks. Its structure is a simple binary tree, easy to
use and understand. It has full differentiability and all variables are
learnable parameters. We would train it by the gradient-based optimization
method, which shows great power in the training of deep CNN. We find and
analyze the attention mechanism in the differentiable forest. That is, each
decision depends on only a few important features, and others are irrelevant.
The attention is always sparse. Based on this observation, we improve its
sparsity by data-aware initialization. We use the attribute importance to
initialize the attention weight. Then the learned weight is much sparse than
that from random initialization. Our experiment on some large tabular dataset
shows differentiable forest has higher accuracy than GBDT, which is the state
of art algorithm for tabular datasets. The source codes are available at
https://github.com/closest-git/QuantumForest"
111,"Expressive power of tensor-network factorizations for probabilistic modeling, with applications from hidden Markov models to quantum machine learning","Tensor-network techniques have enjoyed outstanding success in physics, and
have recently attracted attention in machine learning, both as a tool for the
formulation of new learning algorithms and for enhancing the mathematical
understanding of existing methods. Inspired by these developments, and the
natural correspondence between tensor networks and probabilistic graphical
models, we provide a rigorous analysis of the expressive power of various
tensor-network factorizations of discrete multivariate probability
distributions. These factorizations include non-negative tensor-trains/MPS,
which are in correspondence with hidden Markov models, and Born machines, which
are naturally related to local quantum circuits. When used to model probability
distributions, they exhibit tractable likelihoods and admit efficient learning
algorithms. Interestingly, we prove that there exist probability distributions
for which there are unbounded separations between the resource requirements of
some of these tensor-network factorizations. Particularly surprising is the
fact that using complex instead of real tensors can lead to an arbitrarily
large reduction in the number of parameters of the network. Additionally, we
introduce locally purified states (LPS), a new factorization inspired by
techniques for the simulation of quantum systems, with provably better
expressive power than all other representations considered. The ramifications
of this result are explored through numerical experiments. Our findings imply
that LPS should be considered over hidden Markov models, and furthermore
provide guidelines for the design of local quantum circuits for probabilistic
modeling."
112,Alchemy: A Quantum Chemistry Dataset for Benchmarking AI Models,"We introduce a new molecular dataset, named Alchemy, for developing machine
learning models useful in chemistry and material science. As of June 20th 2019,
the dataset comprises of 12 quantum mechanical properties of 119,487 organic
molecules with up to 14 heavy atoms, sampled from the GDB MedChem database. The
Alchemy dataset expands the volume and diversity of existing molecular
datasets. Our extensive benchmarks of the state-of-the-art graph neural network
models on Alchemy clearly manifest the usefulness of new data in validating and
developing machine learning models for chemistry and material science. We
further launch a contest to attract attentions from researchers in the related
fields. More details can be found on the contest website
\footnote{https://alchemy.tencent.com}. At the time of benchamrking experiment,
we have generated 119,487 molecules in our Alchemy dataset. More molecular
samples are generated since then. Hence, we provide a list of molecules used in
the reported benchmarks."
